id,created_at,sid,property_name,location,latitude,longitude,nearby_hospitals,nearby_schools,nearby_landmarks
141,2024-03-15 19:42:01.237834+00,DASafDu1000141,Safa One,Al Wasl,25.18206816,55.24866989,Medcare Hospital Al Safa (3 km) || Emirates Hospital Jumeirah (5 km) || Mediclinic Dubai Mall (6 km),Jumeirah English Speaking School (4 km) || Horizon English School Dubai (5 km) || GEMS Wellington Primary School (6 km),City Walk (2 km) || Boxpark (3 km) || Burj Khalifa (5 km)
142,2024-03-15 19:42:01.237834+00,DASafDu1000142,Safa Two,Business Bay,25.18146259,55.2521641,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km)
143,2024-03-15 19:42:01.237834+00,DAUtoDu1000143,Utopia,Damac Hills,25.01984881,55.24611452,"Aster Medical Centre (8 mins) || Mediclinic Parkview Hospital (10 mins) || NMC Royal Hospital (15 mins) ",Jebel Ali School (2 km) || GEMS Metropole School (6 km) || Fairgreen International School (8 km),Trump International Golf Club (1 km) || Dubai Autodrome (7 km) || Global Village (10 km)
144,2024-03-15 19:42:01.237834+00,DAVolDu1000144,Volta Tower,Business Bay,25.19721849,55.26753144,Al Zahra Hospital (3.11km) || Medcare Hospital (3.11km) || Mediclinic City Hospital (3.13km) || 5-10km: Iranian Hospital Dubai (5.82km) || Rashid Hospital (5.82km) || Saudi German Hospital (8.02km) || Dubai Hospital (8.02km) || NMC Royal Hospital (9.09km),Kings School Dubai (2.89km) || GEMS Wellington International School (3.43km) || Repton School Dubai (3.43km) || 5-10km: Hartland International School (6.27km) || Dubai English Speaking School (6.54km) || Dubai International School (8.02km) || GEMS Modern Academy (8.02km),Dubai Opera (1.53km) || Dubai Mall (1.97km) || Burj Khalifa (1.97km) || Dubai Creek (2.68km) || 5-10km: Dubai Frame (6.92km) || Dubai Festival City Mall (9.59km) || Mall of Emirates (9.61km)
145,2024-03-15 19:42:01.237834+00,AZAmbDu1000145,Amber By Azizi,Jebel Ali Village,25.01832784,55.12295352,"NMC Royal Hospital, DIP (5 km) || Aster Cedars Hospital, Jebel Ali (7 km) || Mediclinic Ibn Battuta (10 km)",The Winchester School (6 km) || Delhi Private School Dubai (8 km) || Jebel Ali School (10 km),Ibn Battuta Mall (10 km) || Gurunanak Darbar Sikh Temple (8 km) || Jebel Ali Beach (12 km)
146,2024-03-15 19:42:01.237834+00,AZAriDu1000146,Arian,Jebel Ali Village,24.97845596,55.09209961,"NMC Royal Hospital, DIP (8 km) || Aster Cedars Hospital, Jebel Ali (10 km) || Mediclinic Ibn Battuta (12 km)",The Winchester School (9 km) || Delhi Private School Dubai (11 km) || Jebel Ali School (13 km),Ibn Battuta Mall (12 km) || Gurunanak Darbar Sikh Temple (10 km) || Jebel Ali Beach (14 km)
147,2024-03-15 19:42:01.237834+00,AZAziDu1000147,Azizi Jewel,Jebel Ali Village,25.01815852,55.12729192,Medicentres Al Furjan (1.99 km) || Medicentres Jumeirah Park (2.10 km) || Mediclinic Meadows (3.39 km),Chubby Cheeks Nursery (1.44 km) || AL Furjan School (1.46 km) || The Arbor School (1.75 km),The Pavilion Discovery Gardens (0.76 km) || Ibn Battuta Mall (2.35 km) || Dubai Marina Mall (4.23 km)
148,2024-03-15 19:42:01.237834+00,AZAziDu1000148,Azizi Neila,Jebel Ali Village,25.03881177,55.14019274,Medicentres Al Furjan (1.99 km) || Medicentres Jumeirah Park (2.10 km) || Mediclinic Meadows (3.39 km),Chubby Cheeks Nursery (1.44 km) || AL Furjan School (1.46 km) || The Arbor School (1.75 km),The Pavilion Discovery Gardens (0.76 km) || Ibn Battuta Mall (2.35 km) || Dubai Marina Mall (4.23 km)
149,2024-03-15 19:42:01.237834+00,AZAziDu1000149,Azizi Ruby,Jumeirah Village Triangle,25.05941147,55.20378561,Mediclinic Me'aisem (3.5 km) || Emirates Hospital Day Surgery & Medical Center (4.5 km) || Saudi German Hospital Dubai (5.0 km),JSS International School (0.7 km) || Sunmarke School (1.7 km) || Nord Anglia International School Dubai (3.0 km),Circle Mall (1.0 km) || Dubai Sports City (3.0 km) || Dubai Miracle Garden (4.0 km)
150,2024-03-15 19:42:01.237834+00,AZAziDu1000150,Azizi Venice,Dubai South,24.84001984,55.13324689,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),Dove Green Private School (7.5 km) || Greenfield International School (8.5 km) || The International School of Choueifat (9.5 km),Dubai Parks and Resorts (6.0 km) || The Outlet Village (7.0 km) || Al Maktoum International Airport (8.0 km)
151,2024-03-15 19:42:01.237834+00,AZAziDu1000151,Azizi Wasel,Dubai Islands,25.29512523,55.31889691,Canadian Specialist Hospital (4.94km) || 5-10km: Aster Hospital (6.59km) || NMC Royal Hospital (7.3km) || Saudi German Hospital (7.58km) || Dubai Hospital (7.58km) || Iranian Hospital Dubai (8.86km) || Rashid Hospital (8.86km) || Iranian Hospital Dubai (0.67km) || Rashid Hospital (0.67km) || Al Zahra Hospital (2.24km) || Medcare Hospital (2.24km) || Mediclinic City Hospital (2.29km) || 5-10km: Saudi German Hospital (5.72km) || Dubai Hospital (5.72km) || NMC Royal Hospital (6.84km) || Aster Hospital (7.44km) || Canadian Specialist Hospital (9.08km) || Al Zahra Hospital (4.22km) || Medcare Hospital (4.22km) || Mediclinic City Hospital (4.54km) || 5-10km: Saudi German Hospital (5.97km) || Dubai Hospital (5.97km) || Iranian Hospital Dubai (6.13km) || Rashid Hospital (6.13km) || NMC Royal Hospital (6.86km) || Aster Hospital (7.84km),5-10km: Dubai International School (7.58km) || GEMS Modern Academy (7.58km) || Dubai English Speaking School (7.92km) || Dubai English Speaking School (1.65km) || GEMS Wellington International School (1.99km) || Repton School Dubai (1.99km) || Kings School Dubai (2.48km) || 5-10km: Dubai International School (5.72km) || GEMS Modern Academy (5.72km) || Hartland International School (8.88km) || Hartland International School (3.33km) || Kings School Dubai (4.18km) || GEMS Wellington International School (4.71km) || Repton School Dubai (4.71km) || 5-10km: Dubai International School (5.97km) || GEMS Modern Academy (5.97km) || Dubai English Speaking School (6.43km),Gold Souk (2.11km) || 5-10km: Dubai Frame (7.72km)|| Dubai Creek (2.89km) || Dubai Mall (3.81km) || Burj Khalifa (3.81km) || Dubai Frame (4.1km) || Dubai Opera (4.28km) || 5-10km: Gold Souk (7.42km) || Dubai Festival City Mall (8.99km) || Dubai Opera (2.33km) || Dubai Mall (2.52km) || Burj Khalifa (2.52km) || Dubai Creek (3.29km) || 5-10km: Dubai Frame (5.42km) || Dubai Festival City Mall (6.71km)
152,2024-03-15 19:42:01.237834+00,AZAziDu1000152,Azizi Zain,Jebel Ali Village,25.04027123,55.13847261,Medicentres Al Furjan (1.99 km) || Medicentres Jumeirah Park (2.10 km) || Mediclinic Meadows (3.39 km),Chubby Cheeks Nursery (1.44 km) || AL Furjan School (1.46 km) || The Arbor School (1.75 km),The Pavilion Discovery Gardens (0.76 km) || Ibn Battuta Mall (2.35 km) || Dubai Marina Mall (4.23 km)
153,2024-03-15 19:42:01.237834+00,AZBeaDu1000153,Beach Oasis,Dubai Studio City,25.03715526,55.23803952,Mediclinic Parkview Hospital (5.0 km) || Saudi German Hospital Dubai (7.0 km) || Al Zahra Hospital Dubai (8.0 km),GEMS Metropole School (2.0 km) || Jebel Ali School (3.0 km) || Nord Anglia International School Dubai (5.0 km),Dubai Autodrome (1.0 km) || Dubai Miracle Garden (2.0 km) || Global Village (8.0 km)
154,2024-03-15 19:42:01.237834+00,AZCenDu1000154,Central,Al Furjan,25.02589093,55.15741068,Medicentres Al Furjan (1.5 km) || NMC Royal Hospital DIP (5.0 km) || Al Zahra Hospital Dubai (7.0 km),The Arbor School (1.0 km) || Delhi Private School (2.0 km) || Dubai British School (3.0 km),Ibn Battuta Mall (2.0 km) || Jumeirah Park (3.0 km) || Dubai Marina Mall (5.0 km)
155,2024-03-15 19:42:01.237834+00,AZCreDu1000155,Creek Views 2,Al Jaddaf,25.20819659,55.3155918,Latifa Hospital (3.0 km) || Mediclinic City Hospital (5.0 km) || Rashid Hospital (6.0 km),Swiss International Scientific School (2.0 km) || Dubai English Speaking School (4.0 km) || GEMS Winchester School (5.0 km),Dubai Creek Harbour (2.0 km) || Dubai Festival City Mall (4.0 km) || Dubai Frame (6.0 km)
156,2024-03-15 19:42:01.237834+00,AZCreDu1000156,Creek Views 3,Al Jaddaf,25.21288153,55.31976726,Latifa Hospital (3.0 km) || Mediclinic City Hospital (5.0 km) || Rashid Hospital (6.0 km),Swiss International Scientific School (2.0 km) || Dubai English Speaking School (4.0 km) || GEMS Winchester School (5.0 km),Dubai Creek Harbour (2.0 km) || Dubai Festival City Mall (4.0 km) || Dubai Frame (6.0 km)
157,2024-03-15 19:42:01.237834+00,AZAziDu1000157,Azizi Grand,Dubai Sports City,25.03714458,55.20449504,Mediclinic Parkview Hospital (5.0 km) || Saudi German Hospital Dubai (7.0 km) || Al Zahra Hospital Dubai (8.0 km),GEMS Metropole School (2.0 km) || Jebel Ali School (3.0 km) || Nord Anglia International School Dubai (5.0 km),Dubai Autodrome (1.0 km) || Dubai Miracle Garden (2.0 km) || Global Village (8.0 km)
158,2024-03-15 19:42:01.237834+00,AZMonDu1000158,Monaco Mansions,Dubai South,24.84242415,55.14129928,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),Dove Green Private School (7.5 km) || Greenfield International School (8.5 km) || The International School of Choueifat (9.5 km),Dubai Parks and Resorts (6.0 km) || The Outlet Village (7.0 km) || Al Maktoum International Airport (8.0 km)
159,2024-03-15 19:42:01.237834+00,AZRivDu1000159,Riviera,Mohammed Bin Rashid City,25.1734338,55.30769576,Mediclinic City Hospital (5.0 km) || Emirates Hospital (6.0 km) || American Hospital Dubai (7.0 km),North London Collegiate School (3.0 km) || Hartland International School (4.0 km) || Swiss International Scientific School (5.0 km),Meydan Racecourse (2.0 km) || Dubai Mall (6.0 km) || Burj Khalifa (7.0 km)
160,2024-03-15 19:42:01.237834+00,AZAziDu1000160,Azizi Vista,Dubai Studio City,25.03488471,55.23420464,Mediclinic Parkview Hospital (5.0 km) || Saudi German Hospital Dubai (7.0 km) || Al Zahra Hospital Dubai (8.0 km),GEMS Metropole School (2.0 km) || Jebel Ali School (3.0 km) || Nord Anglia International School Dubai (5.0 km),Dubai Autodrome (1.0 km) || Dubai Miracle Garden (2.0 km) || Global Village (8.0 km)
161,2024-03-15 19:42:01.237834+00,EMAeoDu1000161,Aeon,Dubai Creek Harbour,25.20632224,55.35174412,5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km),Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km),Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (4.0km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km)
162,2024-03-15 19:42:01.237834+00,EMAnyDu1000162,Anya 2,Arabian Ranches,25.07207407,55.33335994,Mediclinic Arabian Ranches Clinic (2.0 km) || Aster Clinic (3.0 km) || Mediclinic Parkview Hospital (5.0 km),Jumeirah English Speaking School (1.0 km) || Ranches Primary School (2.0 km) || GEMS Metropole School (4.0 km),Arabian Ranches Golf Club (1.0 km) || Dubai Polo & Equestrian Club (3.0 km) || Global Village (7.0 km)
163,2024-03-15 19:42:01.237834+00,EMBayDu1000163,Bayview By Address,Dubai Harbour,25.09609904,55.13749457,Saudi German Hospital Dubai (5.0 km) || Al Zahra Hospital Dubai (6.0 km) || Mediclinic Al Sufouh (7.0 km),American School of Dubai (4.0 km) || GEMS Wellington International School (5.0 km) || Dubai International Academy (6.0 km),Dubai Marina Mall (2.0 km) || JBR Beach (2.5 km) || Skydive Dubai (3.0 km)
164,2024-03-15 19:42:01.237834+00,EMCreDu1000164,Creek Beach Savanna,Dubai Creek Harbour,25.20458723,55.35039236,5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km),Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km),Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (4.0km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km)
165,2024-03-15 19:42:01.237834+00,EMCreDu1000165,Creek Palace Residences,Dubai Creek Harbour,25.20294688,55.34663746,5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km),Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km),Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (4.0km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km)
166,2024-03-15 19:42:01.237834+00,EMGolDu1000166,Golf Edge,Dubai South,24.86098379,55.14313929,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),Dove Green Private School (7.5 km) || Greenfield International School (8.5 km) || The International School of Choueifat (9.5 km),Dubai Parks and Resorts (6.0 km) || The Outlet Village (7.0 km) || Al Maktoum International Airport (8.0 km)
167,2024-03-15 19:42:01.237834+00,EMGolDu1000167,Golf Point,Dubai South,24.86079733,55.14393892,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),GEMS Founders School - Dubai South (2.6 km) || Greenfield International School (14.5 km) || The International School of Choueifat (15.0 km),Al Maktoum International Airport (3.5 km) || Dubai Parks and Resorts (10.0 km) || Expo 2020 Dubai site (10.0 km)
168,2024-03-15 19:42:01.237834+00,EMGreDu1000168,Greenspoint,Dubai South,24.85376903,55.14316665,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),GEMS Founders School - Dubai South (2.6 km) || Greenfield International School (14.5 km) || The International School of Choueifat (15.0 km),Al Maktoum International Airport (3.5 km) || Dubai Parks and Resorts (10.0 km) || Expo 2020 Dubai site (10.0 km)
169,2024-03-15 19:42:01.237834+00,EMGreDu1000169,Greenville 2,Dubai South,24.85205472,55.13832991,NMC Royal Hospital DIP (8.0 km) || Al Maktoum International Airport Clinic (9.0 km) || Emirates Hospital Day Surgery & Medical Center (10.0 km),GEMS Founders School - Dubai South (2.6 km) || Greenfield International School (14.5 km) || The International School of Choueifat (15.0 km),Al Maktoum International Airport (3.5 km) || Dubai Parks and Resorts (10.0 km) || Expo 2020 Dubai site (10.0 km)
170,2024-03-15 19:42:01.237834+00,EMMarDu1000170,Marina Place 2,Mina Rashid,25.2708656,55.28813738,Community Medical Center (3.2 km) || Dubai Health Authority (3.5 km) || NMC Medical Center (4.3 km),"New Academy School (1.9 km) || Ambassador School (2.4 km) || Lycee Francais International Prive de Dubai (AFLEC) (3.0 km) ",Queen Elizabeth 2 Hotel (0.8 km) || Dubai Maritime City (2.0 km) || Dubai Museum (3.0 km)
171,2024-03-15 19:42:01.237834+00,EMMooDu1000171,Moor,Dubai Creek Harbour,25.20381831,55.3529882,5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km),Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km),Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (4.0km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km)
172,2024-03-15 19:42:01.237834+00,EMOceDu1000172,Ocean Cove,Mina Rashid,25.25656473,55.28026775,Community Medical Center (3.2 km) || Dubai Health Authority (3.5 km) || NMC Medical Center (4.3 km),"New Academy School (0.9 km) || Little Nest Nursery (1.5 km) || Ambassador School (1.5 km) ",Queen Elizabeth 2 Hotel (0.8 km) || Dubai Maritime City (2.0 km) || Dubai Museum (3.0 km)
173,2024-03-15 19:42:01.237834+00,EMOriDu1000173,Oria,Dubai Creek Harbour,25.20606406,55.35290646,5-10km: Saudi German Hospital (6.32km) || Dubai Hospital (6.32km) || NMC Royal Hospital (6.59km) || Aster Hospital (7.44km) || Al Zahra Hospital (7.97km) || Medcare Hospital (7.97km) || Mediclinic City Hospital (8.35km) || Iranian Hospital Dubai (9.14km) || Rashid Hospital (9.14km) || Canadian Specialist Hospital (9.79km) || 5-10km: Saudi German Hospital (6.64km) || Dubai Hospital (6.64km) || NMC Royal Hospital (7.06km) || Al Zahra Hospital (7.44km) || Medcare Hospital (7.44km) || Mediclinic City Hospital (7.79km) || Aster Hospital (7.96km) || Iranian Hospital Dubai (8.87km) || Rashid Hospital (8.87km) || 5-10km: Saudi German Hospital (6.65km) || Dubai Hospital (6.65km) || NMC Royal Hospital (7.1km) || Al Zahra Hospital (7.28km) || Medcare Hospital (7.28km) || Mediclinic City Hospital (7.63km) || Aster Hospital (8.01km) || Iranian Hospital Dubai (8.75km) || Rashid Hospital (8.75km),Hartland International School (0.99km) || 5-10km: Dubai International School (6.32km) || GEMS Modern Academy (6.32km) || Kings School Dubai (8.0km) || GEMS Wellington International School (8.45km) || Repton School Dubai (8.45km) || Dubai English Speaking School (9.07km) || Hartland International School (0.0km) || 5-10km: Dubai International School (6.64km) || GEMS Modern Academy (6.64km) || Kings School Dubai (7.44km) || GEMS Wellington International School (7.92km) || Repton School Dubai (7.92km) || Dubai English Speaking School (8.9km) || Hartland International School (0.2km) || 5-10km: Dubai International School (6.65km) || GEMS Modern Academy (6.65km) || Kings School Dubai (7.28km) || GEMS Wellington International School (7.77km) || Repton School Dubai (7.77km) || Dubai English Speaking School (8.81km),Dubai Festival City Mall (4.63km) || 5-10km: Dubai Opera (6.35km) || Dubai Mall (6.45km) || Burj Khalifa (6.45km) || Dubai Frame (6.83km) || Dubai Creek (7.04km) || 5-10km: Dubai Festival City Mall (5.42km) || Dubai Opera (5.66km) || Dubai Mall (5.82km) || Burj Khalifa (5.82km) || Dubai Creek (6.49km) || Dubai Frame (6.91km) (4.0km) || 5-10km: Dubai Opera (5.48km) || Dubai Festival City Mall (5.54km) || Dubai Mall (5.65km) || Burj Khalifa (5.65km) || Dubai Creek (6.34km) || Dubai Frame (6.87km)
